avg_order_value,coupon_rate,top_categories
119.91432795698924,0.3172043010752688,"apparel, nest-usa, office"
110.2797854077253,0.2832618025751073,"apparel, nest-usa, office"
83.24055555555555,0.3333333333333333,"nest-usa, apparel, office"
55.114424778761055,0.42035398230088494,"apparel, nest-usa, office"
68.58252066115703,0.3512396694214876,"apparel, nest-usa, office"
127.66888888888887,0.3888888888888889,"nest-usa, apparel, nest"
153.00424242424242,0.36363636363636365,"nest-usa, nest, office"
